Time(s);IntInt
876.00;0.03
879.00;0.12
882.00;0.03
885.00;0.00
888.00;0.25
891.00;0.28
894.00;0.42
897.00;0.17
900.00;0.00
903.00;0.00
906.00;0.44
909.00;0.00
912.00;0.26
915.00;0.33
918.00;0.21
921.00;0.00
924.00;0.11
927.00;0.35
930.00;0.01
933.00;0.00
936.00;0.30
939.00;0.47
942.00;0.19
945.00;0.05
948.00;0.28
951.00;0.17
954.00;0.00
957.00;0.12
960.00;0.11
963.00;0.58
966.00;0.03
969.00;0.23
972.00;0.00
975.00;0.26
978.00;0.30
981.00;0.00
984.00;0.24
987.00;0.62
990.00;0.00
993.00;0.23
996.00;0.00
999.00;0.91
1002.00;0.00
1005.00;0.23
1008.00;1.10
1011.00;2.61
1014.00;0.37
1017.00;0.40
1020.00;0.25
1023.00;0.02
1026.00;0.16
1029.00;0.72
1032.00;0.89
1035.00;0.72
1038.00;0.81
1041.00;0.33
1044.00;0.42
1047.00;1.58
1050.00;0.50
1053.00;0.36
1056.00;0.85
1059.00;1.40
1062.00;1.10
1065.00;0.81
1068.00;0.91
1071.00;1.01
1074.00;0.04
1077.00;0.23
1080.00;1.74
1083.00;1.64
1086.00;0.62
1089.00;0.86
1092.00;0.82
1095.00;0.40
1098.00;0.89
1101.00;0.05
1104.00;0.59
1107.00;1.99
1110.00;1.39
1113.00;0.72
1116.00;0.00
1119.00;0.07
1122.00;0.45
1125.00;1.99
1128.00;1.29
1131.00;1.83
1134.00;2.33
1137.00;0.82
1140.00;0.62
1143.00;0.40
1146.00;0.96
1149.00;1.64
1152.00;1.95
1155.00;1.25
1158.00;1.49
1161.00;3.94
1164.00;2.41
1167.00;2.03
1170.00;2.38
1173.00;2.26
1176.00;2.95
1179.00;3.20
1182.00;4.21
1185.00;4.09
1188.00;2.93
1191.00;2.26
1194.00;3.05
1197.00;3.97
