Time(s);IntInt
537.00;4.37
540.00;5.05
543.00;5.00
546.00;4.99
549.00;4.39
552.00;5.18
555.00;4.83
558.00;5.30
561.00;4.72
564.00;4.96
567.00;4.84
570.00;4.99
573.00;3.54
576.00;3.22
579.00;3.43
582.00;4.29
585.00;3.48
588.00;4.33
591.00;4.05
594.00;4.05
597.00;4.27
600.00;4.41
603.00;3.77
606.00;5.22
609.00;4.14
612.00;5.31
615.00;4.13
618.00;3.87
621.00;4.01
624.00;4.24
627.00;3.59
630.00;4.01
633.00;3.39
636.00;3.44
639.00;3.56
642.00;3.55
645.00;2.87
648.00;2.95
651.00;2.78
654.00;2.63
657.00;2.82
660.00;1.80
663.00;1.77
666.00;2.08
669.00;2.28
672.00;2.44
675.00;1.34
678.00;1.60
681.00;0.75
684.00;0.43
687.00;0.40
690.00;0.27
693.00;0.90
696.00;0.12
699.00;0.20
702.00;0.43
705.00;1.32
708.00;0.23
711.00;0.24
714.00;0.09
717.00;0.66
720.00;0.74
723.00;0.49
726.00;0.21
729.00;0.12
732.00;0.20
735.00;0.09
738.00;0.51
741.00;0.27
744.00;0.26
747.00;0.17
750.00;0.29
753.00;0.32
756.00;0.07
759.00;0.23
762.00;0.46
765.00;0.00
768.00;0.00
771.00;0.23
774.00;0.22
777.00;0.02
780.00;0.26
783.00;0.10
786.00;0.06
789.00;0.25
792.00;0.19
795.00;0.18
798.00;0.19
801.00;0.19
804.00;0.16
807.00;0.00
810.00;0.14
813.00;0.12
816.00;0.09
819.00;0.11
822.00;0.01
825.00;0.19
828.00;0.00
831.00;0.14
834.00;0.18
837.00;0.18
840.00;0.16
843.00;0.29
846.00;0.06
849.00;0.08
852.00;0.29
855.00;0.50
858.00;0.29
861.00;0.00
864.00;0.38
867.00;0.20
870.00;1.02
873.00;0.36
876.00;0.63
879.00;1.60
882.00;1.94
885.00;0.75
888.00;0.96
891.00;1.05
894.00;1.68
897.00;0.98
900.00;1.46
903.00;1.10
906.00;1.41
909.00;1.24
912.00;1.32
915.00;1.39
918.00;1.48
921.00;1.74
924.00;1.44
927.00;2.21
930.00;2.34
933.00;2.53
936.00;2.33
939.00;2.05
942.00;2.40
945.00;1.75
948.00;2.51
951.00;2.33
954.00;2.70
957.00;2.13
960.00;2.37
963.00;2.37
966.00;2.01
969.00;2.91
972.00;3.03
975.00;2.27
978.00;2.62
981.00;4.02
984.00;3.59
987.00;2.89
990.00;4.66
993.00;3.49
996.00;3.33
999.00;3.52
1002.00;3.59
1005.00;3.65
1008.00;3.40
1011.00;3.83
1014.00;2.53
1017.00;2.81
1020.00;3.32
1023.00;1.88
1026.00;2.48
1029.00;1.88
1032.00;1.94
1035.00;1.82
1038.00;1.57
1041.00;1.53
1044.00;1.80
1047.00;2.79
1050.00;2.17
1053.00;1.96
1056.00;2.50
1059.00;2.60
1062.00;3.07
1065.00;2.43
1068.00;2.78
1071.00;2.67
1074.00;2.46
1077.00;1.29
1080.00;3.21
1083.00;2.45
1086.00;2.00
1089.00;2.33
1092.00;2.22
1095.00;2.37
1098.00;2.35
1101.00;1.60
1104.00;2.27
1107.00;2.29
1110.00;1.74
1113.00;1.89
1116.00;2.14
1119.00;2.28
1122.00;2.31
1125.00;2.19
1128.00;2.44
1131.00;2.50
1134.00;3.19
1137.00;2.64
1140.00;2.90
1143.00;2.31
1146.00;3.12
1149.00;2.54
1152.00;1.82
1155.00;1.90
1158.00;2.67
1161.00;2.29
1164.00;2.39
1167.00;1.77
1170.00;2.19
1173.00;2.32
1176.00;2.40
1179.00;1.95
1182.00;3.05
1185.00;3.35
1188.00;2.19
1191.00;2.50
1194.00;2.74
1197.00;2.39
