Time(s);IntInt
942.00;4.23
945.00;4.56
948.00;3.00
951.00;5.09
954.00;3.61
957.00;4.95
960.00;3.52
963.00;4.78
966.00;3.27
969.00;2.51
972.00;4.21
975.00;3.97
978.00;6.51
981.00;2.50
984.00;4.21
987.00;5.82
990.00;3.38
993.00;3.32
996.00;2.96
999.00;4.77
1002.00;4.18
1005.00;2.51
1008.00;4.31
1011.00;4.34
1014.00;3.42
1017.00;3.69
1020.00;3.27
1023.00;3.59
1026.00;4.13
1029.00;4.44
1032.00;3.14
1035.00;4.04
1038.00;4.77
1041.00;3.68
1044.00;4.11
1047.00;3.44
1050.00;3.69
1053.00;3.05
1056.00;3.13
1059.00;3.98
1062.00;2.94
1065.00;3.64
1068.00;4.75
1071.00;4.35
1074.00;4.32
1077.00;4.02
1080.00;3.94
1083.00;4.23
1086.00;4.78
1089.00;4.87
1092.00;4.89
1095.00;3.44
1098.00;5.20
1101.00;4.73
1104.00;4.06
1107.00;4.70
1110.00;6.07
1113.00;6.08
1116.00;5.21
1119.00;4.44
1122.00;4.64
1125.00;6.16
1128.00;5.44
1131.00;5.39
1134.00;5.17
1137.00;4.91
1140.00;5.01
1143.00;5.07
1146.00;5.65
1149.00;4.99
1152.00;5.86
1155.00;5.57
1158.00;5.15
1161.00;5.12
1164.00;6.13
1167.00;5.66
1170.00;4.64
1173.00;6.53
1176.00;4.28
1179.00;4.44
1182.00;5.82
1185.00;4.64
1188.00;4.48
1191.00;3.25
1194.00;3.56
1197.00;3.67
